filename,width,height,class,xmin,ymin,xmax,ymax
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\32. rafael-nadal.jpg,2048,1536,rafael nadal,855,212,1216,612
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\33. 20170916_blp527.jpg,1280,720,rafael nadal,595,71,708,246
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\33. aussie-open-2017-final-federer4.jpg,1920,1080,roger federer,750,161,981,459
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\33. federer-montreal-preview-2017.jpg,1920,1080,roger federer,510,95,874,590
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\33. prague-czech-republic-23rd-sep-2017-l-r-us-tennis-player-sam-querrey-ka84a3.jpg,1300,956,sam austin querry,813,60,885,134
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\33. prague-czech-republic-23rd-sep-2017-l-r-us-tennis-player-sam-querrey-ka84a3.jpg,1300,956,jack sock,464,88,521,171
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\33. sam-querrey-us-open-2017.jpg,1300,724,sam austin querry,603,297,758,485
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\34. 2850413.jpg,1920,1080,sam austin querry,1192,188,1436,539
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\34. gty_911316450_96977307.jpg,1000,600,roger federer,526,232,599,351
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\34. jacksock0708.jpg,250,357,jack sock,118,32,150,75
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\34. rafa-nadal-or-roger-federer-who-is-the-better-tennis-player-swiss-perfection.jpg,590,486,roger federer,342,184,476,359
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\34. telemmglpict000131611475_trans_nvbqzqnjv4bqpvlberwd9egfpztclimqfyf2a9a6i9ychsjmeadba08.jpeg,0,0,rafael nadal,232,105,314,182
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\34. tennis-montreal-federer-fish-querrey-monaco-monfils-ciiic-all-withdraw-from-rogers-cup.jpg,700,460,roger federer,115,142,216,270
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\35. 2007527-42146027-2560-1440.jpg,1050,590,rafael nadal,231,84,426,346
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\35. fedcovergallery.jpg,2400,1597,roger federer,1051,386,1227,584
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\35. federer-indian-wells-2017-saturday-sf.jpg,1920,1080,roger federer,1159,121,1373,390
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\35. rafael-nadal-and-roger-federer-accused-of-doping-by-young-tennis-player.jpg,700,452,roger federer,579,30,671,122
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\35. rafael-nadal-and-roger-federer-accused-of-doping-by-young-tennis-player.jpg,700,452,roger federer,37,64,101,154
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\36. 636243347830143997-ap-mexico-tennis-acapulco-open.jpg,534,401,sam austin querry,112,78,192,198
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\36. 905958_1.jpg,590,350,rafael nadal,99,25,145,90
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\36. 905958_1.jpg,590,350,roger federer,252,45,284,78
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\36. atp-rotterdam-roger-federer-sees-off-grigor-dimitrov-for-97th-atp-crown.jpg,848,477,roger federer,405,69,486,166
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\36. rafael-nadal-1492868479-800.jpg,594,389,rafael nadal,276,50,325,112
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\36. sock-getty.jpg,641,750,jack sock,222,70,353,246
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\37. 00-tout-rafael-nadal-wins-french-open-2017-tennis.jpg,1999,2000,rafael nadal,571,206,998,808
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\37. 2209074-46081795-2560-1440.jpg,1050,590,roger federer,487,154,631,330
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\37. 2242730-46753390-2560-1440.jpg,700,393,roger federer,286,44,367,141
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\37. 852499942.jpg,748,480,roger federer,284,193,357,287
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\37. 852499942.jpg,748,480,rafael nadal,520,167,596,268
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\37. prague-czech-republic-23rd-sep-2017-swiss-tennis-player-roger-federer-ka32t4.jpg,1300,687,roger federer,818,123,925,281
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\37. sam-querrey-i-don-t-understand-why-roger-federer-wasn-t-seeded-second-.jpg,700,393,sam austin querry,206,61,251,139
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\37. sam-querrey-i-don-t-understand-why-roger-federer-wasn-t-seeded-second-.jpg,700,393,roger federer,465,109,514,197
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\38. best-tennis-player-xl.jpg,820,461,rafael nadal,129,96,157,133
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\38. best-tennis-player-xl.jpg,820,461,roger federer,591,97,622,137
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\38. nadal-sleeveless.jpg,1024,683,rafael nadal,545,91,646,237
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\38. nintchdbpict000337179692.jpg,960,624,sam austin querry,302,92,410,225
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\38. rnadal-big.jpg,360,335,rafael nadal,51,38,99,105
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\38. sam-querrey-mexican-open-rafael-nadal-924515.jpg,590,350,sam austin querry,182,45,258,139
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\38. sock-indian-wells-2018-tuesday2-fh.jpg,1920,1080,jack sock,841,75,967,236
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\39. ap17247110156684.jpg,471,350,sam austin querry,124,119,192,221
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\39. e557cac7c773490aa5029431fd55c86a.jpg,300,300,rafael nadal,175,63,255,159
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\39. fednadal-reuters-759-1489574939-800.jpg,759,422,roger federer,149,96,259,224
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\39. fednadal-reuters-759-1489574939-800.jpg,759,422,rafael nadal,323,113,436,233
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\39. grigor-dimitrov-vs-jack-sock-live-881336.jpg,590,350,jack sock,362,33,417,118
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\39. roger-federer17.jpg,1023,768,roger federer,430,112,559,268
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\4. 02nadal-master768.jpg,768,546,rafael nadal,478,97,616,277
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\4. federer-1.jpg,1920,1080,rafael nadal,1006,79,1125,225
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\4. laver-cup-roger-federer-sam-querrey-857830.jpg,590,350,roger federer,335,42,389,106
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\4. samquerrey_3319142.jpg,768,432,sam austin querry,488,112,605,272
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\4. sock_2-715x488.jpg,715,488,jack sock,325,57,398,162
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\40. 2081663-43628470-2560-1440.jpg,1050,590,rafael nadal,393,76,554,297
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\40. gettyimages-852486766.jpg,700,415,rafael nadal,349,70,384,116
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\40. gettyimages-852486766.jpg,700,415,roger federer,512,43,546,84
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\40. jacksock_ap.jpg,3184,1668,jack sock,1254,283,1566,760
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\40. nintchdbpict000003277848.jpg,652,960,roger federer,271,110,410,315
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\40. roger-federer-and-rafael-nadal-of-team-europe-in-action-during-there-picture-id852500308.jpg,1024,663,roger federer,268,87,308,139
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\40. roger-federer-and-rafael-nadal-of-team-europe-in-action-during-there-picture-id852500308.jpg,1024,663,rafael nadal,870,217,918,263
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\40. sam-querrey-827735.jpg,590,350,sam austin querry,126,30,168,88
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\40. sam-querrey-827735.jpg,590,350,sam austin querry,417,49,491,152
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\41. 2741.jpg,300,180,rafael nadal,194,56,240,119
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\41. 62262374.jpg,400,316,roger federer,222,32,273,103
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\41. 62262374.jpg,400,316,rafael nadal,107,28,155,97
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\41. 62992239.jpg,400,300,roger federer,181,53,272,168
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\41. fila-sam-querrey-wimbledon.jpg,1024,683,sam austin querry,351,75,469,216
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\41. hqdefault.jpg,480,360,rafael nadal,357,100,376,124
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\41. hqdefault.jpg,480,360,roger federer,95,92,115,118
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\41. md-sock-houston-2017-thursday.jpg,750,422,jack sock,265,56,330,131
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\42. 8585d2911566c6ba390efc7db8394d65.jpg,1200,1014,jack sock,512,175,579,278
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\42. bn-uj094_37tfl_or_20170720095248.jpg,5016,3344,roger federer,3213,736,3810,1473
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\42. federer-nadal-australian-open-2017-35-things.jpg,1920,1080,roger federer,602,149,834,436
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\42. federer-nadal-australian-open-2017-35-things.jpg,1920,1080,rafael nadal,1119,213,1354,476
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\42. rafael-nadal-networth.jpg,1280,720,rafael nadal,428,149,574,331
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\42. sp24-federer.jpg,1200,675,roger federer,531,23,608,113
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\43. 052813-tennis-french-open-jack-sock-dc-pi_20130528185338154_660_320.jpg,660,320,jack sock,193,62,280,172
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\43. 1266643719-samquerrey.jpg,156,213,sam austin querry,28,41,131,185
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\43. 170129073903-federer-reax-exlarge-169.jpg,780,438,roger federer,444,24,533,162
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\43. being-no-1-doesnt-make-me-feel-better-says-rafael-nadal.jpg,643,482,rafael nadal,285,75,434,265
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\43. roger-federer.jpg,640,480,roger federer,293,55,356,141
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\43. tabel-tennis.jpg,651,386,rafael nadal,209,59,268,134
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\43. tabel-tennis.jpg,651,386,roger federer,381,60,448,138
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\44. 02a2eb534122dfb1fb7cc864bc989a95--jack-sock-tennis.jpg,400,600,jack sock,221,64,254,118
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\44. 12rafa-roger.jpg,670,718,rafael nadal,334,63,402,146
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\44. 12rafa-roger.jpg,670,718,roger federer,207,58,264,148
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\44. 43afe4e100000578-0-image-a-29_1504048370420.jpg,634,423,rafael nadal,280,65,356,178
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\44. federer.jpg,800,450,roger federer,389,32,433,93
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\44. sam%2bquerrey%2b2017%2bworld%2btennis%2bchallenge%2bsdwgwalb2ajx-715x477.jpg,715,477,sam austin querry,426,68,466,121
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\45. 3ab79aaee8eb32f6744441ba67ba24c5.jpg,800,450,rafael nadal,392,66,468,146
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\45. 813405676.jpg,748,521,roger federer,344,52,411,158
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\45. djokovic_nadal_federer300.jpg,300,225,roger federer,214,49,293,142
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\45. djokovic_nadal_federer300.jpg,300,225,rafael nadal,105,47,180,129
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\45. jack-sock-singles-is-my-career-.jpg,848,477,jack sock,465,56,543,172
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\45. querrey-preview-usopen-2017-tuesday.jpg,1920,1080,sam austin querry,704,231,1067,676
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\45. roger-federer-899064.jpg,590,350,roger federer,180,99,276,220
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\46. 170705111230-wimbledon-roger-federer-full-169.jpg,1600,900,roger federer,664,365,850,674
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\46. 2052880-43053087-2560-1440.jpg,1050,590,roger federer,296,59,343,118
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\46. 2052880-43053087-2560-1440.jpg,1050,590,rafael nadal,701,52,755,115
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\46. 636403193651420732-usp-tennis-u.s-93563093.jpg,534,401,rafael nadal,169,58,242,152
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\46. prague-czech-republic-23rd-sep-2017-swiss-tennis-player-roger-federer-ka32tw.jpg,1300,956,roger federer,775,132,951,342
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\46. querrey_08_newhead.jpg,160,215,sam austin querry,34,44,126,180
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\46. sock-if-stockholm-open.jpg,842,534,jack sock,269,59,411,287
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\47. 5a8f73feeecd8.image.jpg,437,512,jack sock,91,62,179,192
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\47. federer-nadal-laver-cup.jpg,4017,2678,roger federer,2397,513,2609,731
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\47. federer-nadal-laver-cup.jpg,4017,2678,rafael nadal,1579,285,1788,506
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\47. mkmtrqitwx0wttsx9zid.jpg,463,289,roger federer,193,28,240,89
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\47. rafael-nadal-training-australian-open-900619.jpg,590,350,rafael nadal,138,53,237,163
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\47. rafael-nadal-training-australian-open-900619.jpg,590,350,rafael nadal,453,28,477,60
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\47. sam-querrey-image.jpg,620,436,sam austin querry,107,57,194,157
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\47. ummkfcxpdc-1463479160.jpg,1200,538,rafael nadal,550,128,673,280
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\47. ummkfcxpdc-1463479160.jpg,1200,538,roger federer,405,105,522,269
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\48. 2017_09_23_10_51_17_2017-09-23t223649z_1_lynxnped8m0zl_rtroptp_3_tennis-lavercup.jpg,800,531,sam austin querry,281,70,377,187
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\48. australian-open-2018-results-roger-federer-rafael-nadal-905018.jpg,590,350,roger federer,337,46,495,265
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\48. australian-open-2018-results-roger-federer-rafael-nadal-905018.jpg,590,350,rafael nadal,181,39,224,94
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\48. jack-sock-rio-olympics.jpg,1920,1080,jack sock,397,53,606,375
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\48. querrey-2.jpg,759,422,sam austin querry,333,116,410,221
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\48. rafael_nadal_2796036b.jpg,620,387,rafael nadal,269,41,364,165
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\49. 03querrey-master768.jpg,768,488,sam austin querry,321,137,384,221
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\49. 609032-roger-federer-pti-87438.jpg,700,400,roger federer,365,42,440,130
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\49. federer-win.jpg,618,410,roger federer,200,60,292,185
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\49. ib02_lopo_08_21210607.jpg,1000,750,rafael nadal,327,103,473,299
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\49. ib02_lopo_08_21210607.jpg,1000,750,roger federer,209,106,343,297
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\49. jsock-big.jpg,360,335,jack sock,139,31,193,123
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\49. rafa-nadal.jpg,620,330,rafael nadal,246,53,308,129
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\5. 1200px-roger_federer_%2826_june_2009%2c_wimbledon%29_2_new.jpg,1200,2457,roger federer,662,602,823,816
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\5. 220px-sock_rg13_%285%29_%289376323873%29.jpg,220,331,jack sock,141,35,175,90
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\5. nadal-melbourne-2018-wednesday.jpg,1920,1080,rafael nadal,766,101,859,235
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\5. querrey-washington-2016-tuesday.jpg,1920,1080,sam austin querry,999,120,1293,522
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\5. roger-federer-rafael-nadal-novak-djokovic3-1-721904.jpg,733,392,rafael nadal,92,100,164,193
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\5. roger-federer-rafael-nadal-novak-djokovic3-1-721904.jpg,733,392,roger federer,541,68,631,164
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\5. swiss-tennis-player-roger-federer-of-team-europe-returns-a-ball-to-picture-id852205668.jpg,737,1024,roger federer,331,248,406,336
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\50. copy%20of%20djokovic-kfab--621x414@livemint.jpg,621,414,sam austin querry,268,57,328,143
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\50. dish-071417-sam-querrey.jpg,1825,1217,sam austin querry,575,312,864,709
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\50. dydgio4wsae5np9.jpg,1024,1024,jack sock,549,76,614,180
"C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\50. mv5bnzy4yti0mwqtzmy4nc00ngjmlwfhmtgtmwqxmtc3yjbmmmexl2ltywdlxkeyxkfqcgdeqxvynduzotq5mjy@._v1_uy317_cr18,0,214,317_al_.jpg",214,317,rafael nadal,55,40,121,114
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\50. style-blogs-the-gq-eye-nike-tennis-looks-us-opener.jpg,800,542,roger federer,552,45,600,102
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\50. style-blogs-the-gq-eye-nike-tennis-looks-us-opener.jpg,800,542,rafael nadal,190,96,235,145
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\51. atp-mexico-tomas-berdych-ousted-but-sam-querrey-advances.jpg,1100,735,sam austin querry,529,176,624,305
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\51. jack+sock+2018+crown+img+tennis+player+yzaifhkntx2l.jpg,400,600,jack sock,166,41,250,167
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\51. rogerfedererwimbledonhotdogshot-588465.jpg,590,350,roger federer,309,34,347,75
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\52. 2017laserssock.jpg,1600,900,jack sock,629,151,827,440
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\52. _84013617_federer_reuters.jpg,480,270,roger federer,129,38,180,102
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\52. dab2139a9512b5fbdf8b33ab8a4b718b.jpg,1280,911,rafael nadal,597,211,749,367
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\52. rafael-nadal-explains-why-he-wears-shorter-shorts-05.jpg,817,1222,rafael nadal,404,200,554,387
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\52. samquerrey-cropped_snktvlz14heq1lcgh396ni93a.jpg,960,540,sam austin querry,477,161,630,391
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\53. 2bf36a6b00000578-0-image-a-2_1441325312630.jpg,634,407,jack sock,289,111,328,168
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\53. 636516838591863314-epa-australia-tennis-australian-open-grand-slam-96608871-6-.jpg,534,401,roger federer,227,64,308,163
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\53. ar-an022_nadal_8s_20160519123412.jpg,634,634,rafael nadal,301,65,390,202
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\53. sam-querrey-vs-kevin-anderson-predictions-odds-picks-and-tennis-betting-preview-2017-us-open-quarterfinals-round-640x300.jpg,640,300,sam austin querry,341,36,403,112
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\53. untitled-1_2666376b.jpg,620,388,rafael nadal,276,65,343,145
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\53. untitled-1_2666376b.jpg,620,388,roger federer,481,255,546,334
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\54. 5217040-3x2-700x467.jpg,700,467,roger federer,123,60,220,175
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\54. 5217040-3x2-700x467.jpg,700,467,rafael nadal,519,79,615,196
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\54. 636565819303963681-sam-querrey-v-yuki-bhambri005.jpg,534,401,sam austin querry,329,27,407,127
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\sock\54. isner-sock-indian-wells-2018-saturday.jpg,1920,1080,jack sock,1299,310,1400,496
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\54. nadal-miami-2017-sunday-2.jpg,1920,1080,rafael nadal,934,269,1152,549
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\54. roger-federer-rafael-nadal-1040x572.jpg,1040,572,roger federer,488,165,653,299
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\54. roger-federer-rafael-nadal-1040x572.jpg,1040,572,rafael nadal,169,76,322,262
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer\55. 24roger.jpg,670,447,roger federer,336,56,367,101
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\55. 8d13580ce9b13b122839e698917c099c--tennis-stars-rafael-nadal.jpg,736,688,rafael nadal,441,85,518,174
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\55. 8d13580ce9b13b122839e698917c099c--tennis-stars-rafael-nadal.jpg,736,688,roger federer,152,93,234,202
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Nadal\55. nadal-beijing-2017-tuesday.jpg,1920,1080,rafael nadal,910,169,1119,412
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\Querrey\55. nintchdbpict000337809851-e1499705064263.jpg,960,637,sam austin querry,424,130,514,251
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and querrey tennis players\56. nadal_v1.png,400,474,rafael nadal,153,54,260,189
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\56. skysports-rafa-nadal-roger-federer-alexander-zverev-atp-tour_4148781.jpg,768,432,roger federer,331,62,439,200
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\federer and nadal tennis players\56. skysports-rafa-nadal-roger-federer-alexander-zverev-atp-tour_4148781.jpg,768,432,rafael nadal,76,84,186,210
